id,name,year,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,selling_price
5311,Hyundai,2015.0,72000.0,Central,Missouri,Saint Peters,Diesel,Dealer,Manual,First_Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,N,0.585
5312,Maruti,2018.0,69779.0,Central,Texas,San Juan,Petrol,Dealer,Automatic,First_Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.6
5313,Tata,2011.0,70000.0,East,Ohio,Garfield Heights,Diesel,Individual,Manual,First_Owner,19.0,1248.0,90.0,200Nm@ 1750-3000rpm,5.0,N,0.25
5314,Hyundai,2017.0,50000.0,South,Florida,Hialeah,Diesel,Individual,0.017934759706565773,First_Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0,N,0.455
5315,,2017.0,70000.0,West,Utah,Tooele,Diesel,Individual,Manual,Second_Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,N,0.675
5316,Mahindra,2016.0,55000.0,East,Pennsylvania,McKeesport,Diesel,0.6520599534979994,Manual,Second_Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0,N,0.45
5317,Hyundai,2015.0,90000.0,East,Maine,Bangor,Petrol,Individual,Manual,First_Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,N,0.516
5318,Maruti,2006.0,90000.0,West,California,South Lake Tahoe,Petrol,Individual,Manual,0.3653779151481573,18.9,998.0,67.0,90Nm@ 3500rpm,5.0,N,0.12
5319,Honda,2019.0,7032.0,Central,Illinois,Tinley Park,Petrol,,Automatic,First_Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0,N,0.779
5320,Maruti,2011.0,15000.0,West,California,Westminster,Petrol,Individual,Manual,First_Owner,17.5,1298.0,85.8,,5.0,N,0.335
5321,Hyundai,2018.0,33000.0,South,Florida,Land O Lakes,Petrol,Individual,Manual,First_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,N,0.299
5322,Ford,2016.0,80000.0,Central,Kansas,Manhattan,Diesel,,Automatic,First_Owner,10.91,3198.0,197.0,470Nm@ 1750-2500rpm,7.0,N,2.1
5323,Toyota,2014.0,88000.0,West,Washington,Seattle,Diesel,Individual,Manual,Second_Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7.0,Y,1.019999
5324,Honda,2006.0,120000.0,Central,North Dakota,Fargo,Petrol,Individual,Manual,Second_Owner,16.9,1497.0,100.0,"13.5@ 4,800(kgm@ rpm)",5.0,N,0.15
5325,Volkswagen,2011.0,125000.0,Central,Michigan,Mount Pleasant,Diesel,Individual,Manual,Fourth_Above_Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,N,0.275
5326,Maruti,2014.0,70000.0,East,Pennsylvania,Allentown,CNG,Individual,Manual,Second_Owner,26.3,998.0,67.1,90Nm@ 3500rpm,5.0,N,0.235
5327,Ford,2014.0,80322.0,,Texas,Plainview,Diesel,Dealer,Manual,First_Owner,17.8,1399.0,67.0,160Nm@ 2000rpm,5.0,N,0.325
5328,Lexus,2019.0,20000.0,South,North Carolina,Salisbury,Petrol,Dealer,Automatic,First_Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5.0,N,5.15
5329,Maruti,2006.0,141000.0,East,Massachusetts,Boston,Petrol,Individual,Manual,Second_Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5.0,Y,0.12
5330,Maruti,2013.0,139000.0,,Georgia,Peachtree City,Diesel,Individual,Manual,First_Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0,N,0.62
5331,Honda,2017.0,50000.0,East,New York,New York City,Diesel,Individual,Manual,First_Owner,25.5,1498.0,98.6,200Nm@ 1750rpm,5.0,Y,0.95
5332,Mahindra,2016.0,70000.0,East,Pennsylvania,King of Prussia,Diesel,Individual,Manual,First_Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,N,0.6
5333,Hyundai,2017.0,27000.0,West,California,Lake Elsinore,Diesel,Individual,Manual,First_Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,N,0.75
5334,Hyundai,2011.0,80000.0,South,Florida,Miami,Petrol,Individual,Manual,First_Owner,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0,Y,0.315
5335,Hyundai,2017.0,20000.0,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,Y,0.5
5336,Maruti,2007.0,120000.0,Central,Wisconsin,Oshkosh,Petrol,Individual,Manual,Third_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.11
5337,Hyundai,2012.0,107825.0,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,21.9,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,Y,0.32
5338,Maruti,2008.0,80000.0,West,California,Roseville,Petrol,Individual,Manual,Second_Owner,16.1,796.0,,59Nm@ 2500rpm,4.0,N,0.06
5339,Volvo,2018.0,2000.0,East,District of Columbia,Washington,Diesel,Dealer,Automatic,First_Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0,Y,2.475
5340,Ford,2015.0,40000.0,Central,Wisconsin,Wausau,Petrol,Individual,Automatic,First_Owner,17.01,1499.0,110.4,136Nm@ 4250rpm,5.0,N,0.416
5341,Hyundai,2019.0,15000.0,South,Florida,Oviedo,Diesel,Individual,Manual,First_Owner,22.1,1396.0,88.7,219.7Nm@ 1500-2750rpm,5.0,N,0.95
5342,Honda,2012.0,100000.0,Central,Texas,El Paso,Petrol,Individual,Manual,Second_Owner,16.8,1497.0,116.3,146Nm@ 4800rpm,5.0,N,0.54
5343,Maruti,2013.0,140000.0,Central,Indiana,Bloomington,Petrol,Individual,Manual,First_Owner,16.02,1373.0,93.7,130Nm@ 4000rpm,7.0,Y,0.45
5344,Chevrolet,2005.0,220000.0,West,California,Laguna Hills,Diesel,,Manual,First_Owner,14.8,2499.0,80.0,"19@ 1,800(kgm@ rpm)",10.0,N,0.16
5345,Audi,2018.0,31800.0,West,Idaho,Pocatello,Diesel,Dealer,Automatic,First_Owner,17.01,1968.0,188.0,400nm@ 1750-3000rpm,5.0,N,3.975
5346,Tata,2011.0,120000.0,West,Oregon,Woodburn,Diesel,Individual,Manual,First_Owner,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5.0,N,0.21
5347,Mahindra,2009.0,120000.0,East,Maryland,Edgewood,Petrol,Individual,Manual,First_Owner,15.7,1390.0,75.0,"11@ 3,000(kgm@ rpm)",5.0,Y,0.135
5348,Hyundai,2014.0,110000.0,South,Florida,Sanford,Diesel,Individual,Manual,Second_Owner,24.8,1396.0,88.7,219.7Nm@ 1750-2750rpm,5.0,N,0.459999
5349,Tata,2008.0,100000.0,Central,Michigan,Trenton,Petrol,Individual,Manual,First_Owner,15.2,1193.0,65.0,"10.7@ 2,600(kgm@ rpm)",5.0,N,0.25
5350,Hyundai,2012.0,100000.0,West,California,Sacramento,Petrol,Individual,Manual,Second_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,N,0.18
5351,Hyundai,2011.0,50000.0,West,California,Danville,Diesel,Individual,Manual,First_Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,N,0.35
5352,Land,2019.0,21000.0,South,Louisiana,Baton Rouge,Diesel,Dealer,Automatic,0.09453245450647307,12.83,1999.0,148.31,382nm@ 1750-2250rpm,7.0,N,4.5
5353,Mahindra,2016.0,49600.0,East,New Jersey,Passaic,Diesel,Individual,Manual,Second_Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0,N,0.35
5354,Hyundai,2017.0,56290.0,West,Colorado,Littleton,Diesel,Dealer,Manual,First_Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0,N,0.45
5355,Maruti,2014.0,70000.0,Central,Missouri,Creve Coeur,Diesel,Individual,Manual,Second_Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.44
5356,Honda,2018.0,93000.0,Central,Minnesota,Owatonna,Diesel,Individual,Manual,First_Owner,27.4,1498.0,98.63,200Nm@ 1750rpm,5.0,N,0.67
5357,Maruti,2017.0,51000.0,West,California,San Gabriel,Petrol,Dealer,Automatic,First_Owner,19.56,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.75
5358,Ford,2018.0,50699.0,South,Mississippi,Hattiesburg,Diesel,Dealer,Manual,First_Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,N,0.925
5359,Jeep,2019.0,10000.0,Central,Nebraska,La Vista,Petrol,Individual,Manual,First_Owner,16.0,1368.0,160.0,250Nm@ 1750-2500rpm,5.0,N,1.52
5360,Tata,,25000.0,Central,Indiana,Carmel,Diesel,Individual,Manual,First_Owner,17.6,2179.0,147.94,0.4713215012579187,7.0,Y,1.25
5361,Honda,2017.0,68140.0,Central,Illinois,Romeoville,Petrol,Dealer,Automatic,First_Owner,18.0,1497.0,117.6,145Nm@ 4600rpm,5.0,N,1.025
5362,Ford,2017.0,30000.0,West,Washington,Auburn,Petrol,Individual,Manual,Second_Owner,,1497.0,0.9825028094078136,150Nm@ 4500rpm,5.0,N,0.604
5363,Honda,2017.0,24000.0,Central,Iowa,Newton,Diesel,Dealer,Manual,First_Owner,21.9,1498.0,98.6,200Nm@ 1750rpm,7.0,N,0.95
5364,Toyota,2015.0,100000.0,East,Maryland,Silver Spring,Diesel,Individual,Manual,Second_Owner,23.59,0.71604400836492,67.05,170Nm@ 1800-2400rpm,5.0,N,0.509999
5365,Mercedes,2016.0,35000.0,West,California,San Diego,Diesel,Dealer,Automatic,First_Owner,15.0,2143.0,204.0,500Nm@ 1600-1800rpm,5.0,Y,2.7
5366,Maruti,2008.0,110000.0,Central,Texas,Fort Worth,Petrol,Individual,Manual,Third_Owner,15.6,1586.0,104.68,"145@ 4,100(kgm@ rpm)",5.0,N,0.111
5367,Mahindra,2015.0,80000.0,Central,Minnesota,Red Wing,Diesel,Individual,Manual,First_Owner,15.96,2523.0,62.1,,7.0,N,0.375
5368,Renault,2013.0,61000.0,South,Mississippi,Jackson,Diesel,Dealer,Manual,Second_Owner,21.64,1461.0,84.8,200Nm@ 2000rpm,5.0,N,0.399
5369,Hyundai,0.2488455860572508,90000.0,South,Florida,North Miami,Petrol,Individual,Manual,Second_Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,N,0.434999
5370,Volkswagen,2010.0,80000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,Fourth_Above_Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5.0,Y,0.275
5371,Maruti,2008.0,70000.0,East,Ohio,Boardman,Petrol,Individual,Manual,First_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.095
5372,Tata,2018.0,35000.0,East,Massachusetts,Burlington,Petrol,Individual,Manual,First_Owner,17.0,1198.0,108.5,170Nm@ 1750-4000rpm,5.0,N,0.7
5373,Toyota,2018.0,100000.0,Central,Texas,Pharr,Diesel,Dealer,Automatic,First_Owner,12.9,2755.0,174.5,450Nm@ 1600-2400rpm,7.0,Y,2.94
5374,Ford,2015.0,63000.0,West,Oregon,Corvallis,Diesel,Individual,Manual,First_Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,Y,0.6
5375,Datsun,2020.0,10000.0,East,Maryland,Reisterstown,Petrol,Individual,0.04977962418347359,First_Owner,19.02,1198.0,67.05,104Nm@ 4000rpm,5.0,N,0.45
5376,Audi,2012.0,70000.0,Central,Texas,The Colony,Diesel,Individual,Automatic,First_Owner,12.07,2967.0,241.4,550Nm@ 1750-2750rpm,7.0,N,1.85
5377,Volvo,2018.0,2000.0,Central,Illinois,Oak Forest,Diesel,Dealer,Automatic,First_Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0,N,2.475
5378,Honda,2016.0,56494.0,East,New York,Albany,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0,Y,0.55
5379,Maruti,2015.0,16000.0,East,Pennsylvania,Baldwin,Petrol,Dealer,Manual,First_Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0,N,0.575
5380,Hyundai,2017.0,70000.0,South,Arkansas,Bryant,Diesel,Dealer,Manual,First_Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,N,1.05
5381,Ford,2016.0,30000.0,East,Pennsylvania,Wilkinsburg,Diesel,Individual,Manual,First_Owner,21.7,1498.0,98.96,215Nm@ 1750-2500rpm,5.0,N,0.725
5382,Hyundai,2018.0,10000.0,West,Idaho,Rexburg,Petrol,Individual,Manual,First_Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,N,0.61
5383,Renault,,20171.0,East,Ohio,Lancaster,Diesel,Dealer,Automatic,First_Owner,19.87,1461.0,108.5,245Nm@ 1750rpm,5.0,N,0.75
5384,Tata,2007.0,110000.0,South,South Carolina,Rock Hill,Diesel,Individual,Manual,Second_Owner,17.2,1396.0,53.5,"8.5@ 2,500(kgm@ rpm)",5.0,N,0.07
5385,Honda,2019.0,1303.0,West,Idaho,Nampa,Petrol,Dealer,Manual,First_Owner,17.8,1198.0,86.7,109Nm@ 4500rpm,5.0,N,0.69
5386,Toyota,2015.0,94385.0,West,California,Los Angeles,Diesel,Dealer,Manual,First_Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,8.0,Y,1.35
5387,Maruti,,80000.0,Central,Texas,Tyler,Petrol,Individual,Manual,Second_Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0,N,0.2
5388,Honda,2014.0,80000.0,Central,Illinois,Lansing,Diesel,Individual,Manual,Second_Owner,25.1,1498.0,98.6,200Nm@ 1750rpm,5.0,N,0.75
5389,0.028768060384409266,2011.0,100000.0,Central,Texas,Sulphur Springs,Petrol,Individual,Manual,Second_Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,N,0.114999
5390,Hyundai,2008.0,80000.0,South,Florida,Bradenton,Petrol,Individual,Manual,Third_Owner,17.8,1086.0,63.0,"9.8@ 3,000(kgm@ rpm)",5.0,N,0.11
5391,Maruti,2006.0,42500.0,West,California,Santa Rosa,Petrol,Individual,Manual,First_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.1
5392,Maruti,2018.0,38817.0,West,California,Bakersfield,Diesel,Dealer,Manual,First_Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.74
5393,Hyundai,2013.0,47000.0,East,Massachusetts,Sandwich,Petrol,Individual,Manual,Second_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,N,0.215
5394,Mahindra,2011.0,0.3741875746678614,East,District of Columbia,Washington,Diesel,Individual,Manual,Second_Owner,21.0,1461.0,64.1,160Nm@ 2000rpm,5.0,Y,0.229999
5395,Maruti,2012.0,24300.0,South,Virginia,Norfolk,Petrol,Dealer,Manual,First_Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.34
5396,Hyundai,2015.0,50000.0,Central,Michigan,Allen Park,Diesel,Individual,Manual,First_Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,N,1.0
5397,BMW,2019.0,7500.0,East,Ohio,Shaker Heights,Diesel,Dealer,Automatic,First_Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0,N,5.4
5398,Maruti,2017.0,10000.0,East,New Jersey,Hopatcong,Petrol,Individual,Manual,First_Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,N,0.43
5399,Maruti,2012.0,62000.0,South,Tennessee,Germantown,Petrol,Individual,Manual,First_Owner,14.0,796.0,35.0,6.1kgm@ 3000rpm,5.0,Y,0.16
5400,Maruti,2008.0,60000.0,East,Maryland,Reisterstown,Diesel,Individual,Manual,Second_Owner,17.8,1248.0,75.0,190Nm@ 2000rpm,5.0,N,0.175
5401,Volkswagen,2014.0,90000.0,West,Utah,Layton,Diesel,Individual,Automatic,Second_Owner,21.21,1498.0,103.2,250Nm@ 1500-2500rpm,5.0,Y,0.411
5402,Tata,2014.0,50000.0,Central,Wisconsin,Green Bay,Petrol,Individual,Manual,Second_Owner,,624.0,37.5,51Nm@ 4000+/-500rpm,4.0,N,0.095
5403,Maruti,2009.0,50000.0,Central,Kansas,Olathe,Petrol,Individual,Manual,Second_Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0,N,0.125
5404,Maruti,2015.0,5000.0,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,Y,0.43
5405,Maruti,2016.0,40000.0,West,California,,Petrol,Individual,Manual,First_Owner,16.8,796.0,34.2,59Nm@ 2500rpm,5.0,0.6239002815905949,0.24
5406,Honda,2010.0,98000.0,Central,Illinois,Elgin,Petrol,Individual,Manual,Third_Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,N,0.36
5407,Hyundai,2019.0,0.0082971074866194,South,Virginia,Salem,Petrol,Dealer,Automatic,First_Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,N,0.625
5408,Chevrolet,2015.0,50000.0,Central,Texas,Round Rock,Petrol,Individual,Manual,0.5675775465560409,18.6,1199.0,76.8,106.5Nm@ 4400rpm,5.0,N,0.2
5409,Maruti,2010.0,120000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0,Y,0.22
5410,Skoda,2016.0,11000.0,East,District of Columbia,Washington,Petrol,Dealer,Automatic,First_Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0,Y,0.645
5411,Tata,2017.0,120000.0,East,New York,North Babylon,Diesel,Individual,Manual,First_Owner,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,Y,0.325
5412,Hyundai,2014.0,83000.0,East,Ohio,Westerville,Diesel,Individual,Manual,Second_Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,N,0.475
5413,Tata,2008.0,110000.0,Central,Michigan,Detroit,Diesel,Individual,Manual,Third_Owner,14.4,2179.0,120.0,"25.5@ 1,500-3,000(kgm@ rpm)",7.0,Y,0.27
5414,BMW,2019.0,7500.0,Central,Illinois,Chicago,Diesel,Dealer,Automatic,First_Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0,Y,5.4
5415,Tata,2015.0,110000.0,Central,Texas,Mansfield,Diesel,Individual,Manual,First_Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0,N,0.503
5416,Skoda,2016.0,11000.0,Central,0.6947243271702839,Danville,Petrol,Dealer,Automatic,First_Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0,N,0.645
5417,Hyundai,2014.0,0.426377111895564,Central,Nebraska,Kearney,Petrol,Dealer,Manual,First_Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,N,0.415
5418,Hyundai,2015.0,63063.0,East,District of Columbia,Washington,Petrol,Dealer,Automatic,First_Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,Y,0.465
5419,Renault,2012.0,100000.0,Central,Texas,Port Arthur,Diesel,Dealer,Manual,First_Owner,23.08,1461.0,63.1,160Nm@ 2000rpm,5.0,N,0.245
5420,Honda,2019.0,7032.0,Central,Michigan,Rochester Hills,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0,N,0.779
5421,Toyota,2015.0,125000.0,West,,Clovis,Diesel,Individual,Manual,First_Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7.0,N,0.9
5422,Mahindra,2017.0,88754.0,Central,Illinois,Melrose Park,Diesel,Dealer,Manual,First_Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,N,1.1
5423,Maruti,2013.0,60000.0,Central,Iowa,Cedar Falls,Petrol,Individual,Manual,Second_Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,N,0.19
5424,Hyundai,2016.0,35000.0,East,Maryland,Aspen Hill,Diesel,Individual,Manual,First_Owner,24.4,1120.0,71.0,180.4Nm@ 1750-2500rpm,5.0,N,0.55
5425,Maruti,2011.0,11000.0,South,North Carolina,0.7064061903964655,Petrol,Dealer,Manual,First_Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,N,0.175
5426,Mahindra,2012.0,120000.0,,New York,West Babylon,Diesel,Individual,Manual,Second_Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,N,0.575
5427,Mahindra,2016.0,120000.0,East,New York,New York City,Diesel,Individual,Manual,First_Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,Y,0.7
5428,Honda,2004.0,120000.0,Central,Michigan,0.8919310482155878,Petrol,Individual,Automatic,Third_Owner,10.1,2354.0,152.0,215Nm@ 3600rpm,5.0,N,0.325
5429,,2012.0,60000.0,West,Arizona,Tucson,Diesel,Individual,Manual,Second_Owner,23.5,1498.0,88.7,204Nm@ 2000-2750rpm,5.0,N,0.28
5430,Volkswagen,2019.0,25000.0,South,Alabama,Vestavia Hills,Diesel,Individual,Manual,First_Owner,21.66,1498.0,108.62,250Nm@ 1500-3000rpm,5.0,N,0.8
5431,Maruti,2017.0,50000.0,West,Utah,Kaysville,Diesel,Individual,Manual,First_Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,N,0.71
5432,Maruti,2017.0,30000.0,South,Alabama,Mobile,Petrol,Individual,Manual,First_Owner,20.51,998.0,67.04,0.18719963491145586,5.0,N,0.44
5433,Mahindra,2014.0,106000.0,South,Tennessee,Collierville,Diesel,Individual,Manual,Second_Owner,20.8,1461.0,65.0,160Nm@ 2000rpm,5.0,Y,0.35
5434,Renault,2017.0,16500.0,Central,Texas,Channelview,Petrol,Individual,Manual,Second_Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,N,0.325
5435,Fiat,2015.0,70000.0,Central,Minnesota,Saint Paul,Diesel,Individual,Manual,First_Owner,20.4,1248.0,91.7,209Nm@ 2000rpm,5.0,N,0.5
5436,Maruti,2018.0,83844.0,West,Washington,Seattle,Diesel,,Manual,First_Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,N,0.875
5437,Renault,2012.0,67000.0,South,Alabama,Hoover,Diesel,Individual,Manual,Second_Owner,23.08,1461.0,63.12,160Nm@ 2000rpm,5.0,N,0.265
5438,Hyundai,2015.0,90000.0,South,North Carolina,Rocky Mount,Petrol,Individual,Manual,First_Owner,15.29,1591.0,121.3,151Nm@ 4850rpm,5.0,N,0.9
5439,Volkswagen,2012.0,150000.0,Central,Illinois,Alton,Diesel,Individual,Manual,,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,N,0.3
5440,Maruti,2018.0,20375.0,Central,,Hutchinson,Petrol,Dealer,Manual,First_Owner,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0,Y,0.48
5441,Maruti,2007.0,80000.0,East,Massachusetts,Wakefield,Petrol,Individual,Manual,Third_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.15
5442,Hyundai,2011.0,80000.0,South,Virginia,Rose Hill,Petrol,Individual,Manual,Second_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,N,0.129
5443,Tata,2010.0,100000.0,East,District of Columbia,Washington,Diesel,Individual,Manual,Second_Owner,18.8,1248.0,90.0,200Nm@ 1750-3000rpm,5.0,Y,0.2
5444,Maruti,2007.0,120000.0,West,California,San Diego,Petrol,Individual,Manual,Third_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.085
5445,Maruti,2013.0,50000.0,Central,Missouri,Kirkwood,Petrol,Individual,Manual,First_Owner,22.74,796.0,,69Nm@ 3500rpm,5.0,N,0.2
5446,Mercedes,2017.0,16000.0,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First_Owner,14.74,1991.0,181.04,300Nm@ 1200-1400rpm,5.0,Y,2.7
5447,Maruti,2014.0,35000.0,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,Y,0.3
5448,Mitsubishi,2000.0,280000.0,Central,0.6047266096017347,Muskego,Diesel,Individual,Manual,Second_Owner,14.8,1998.0,68.0,"12.5@ 3,000(kgm@ rpm)",5.0,N,0.15
5449,Hyundai,2017.0,100000.0,East,Delaware,Wilmington,Petrol,Individual,Manual,First_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,N,0.265
5450,Mahindra,2011.0,122358.0,West,California,San Diego,Diesel,Individual,Manual,First_Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9.0,Y,0.404
5451,Hyundai,2007.0,120000.0,West,California,Whittier,Petrol,Individual,Manual,First_Owner,17.8,1086.0,63.0,"9.8@ 3,000(kgm@ rpm)",5.0,N,0.12
5452,Hyundai,2007.0,110000.0,Central,Oklahoma,Edmond,Diesel,Individual,Manual,First_Owner,18.1,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,N,0.24
5453,Skoda,2008.0,150000.0,South,Kentucky,Covington,Diesel,Individual,Manual,Third_Owner,19.4,1422.0,0.3304826603475513,155 Nm at 1600-2800 rpm,5.0,N,0.14
5454,Ford,2011.0,147000.0,Central,,Minnetonka Mills,Diesel,Individual,Manual,First_Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,N,0.204999
5455,Tata,2017.0,68000.0,West,Utah,West Valley City,Petrol,Individual,Manual,Second_Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,N,0.328
5456,Ford,2018.0,19100.0,East,Ohio,Hamilton,Petrol,Individual,Manual,First_Owner,19.0,1194.0,94.68,120Nm@ 4250rpm,5.0,Y,0.7
5457,Hyundai,2019.0,9400.0,South,Arkansas,Bentonville,Petrol,Dealer,Manual,First_Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,N,0.721
5458,Mahindra,2019.0,25000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,Y,0.875
5459,Maruti,2018.0,50000.0,Central,Michigan,Pontiac,Diesel,Dealer,Manual,First_Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,N,0.875
5460,Volkswagen,2012.0,130000.0,Central,Kansas,Topeka,Diesel,Individual,Manual,Second_Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,N,0.315
5461,Tata,2012.0,0.2798912077857803,Central,Illinois,Chicago,Petrol,Dealer,Manual,First_Owner,25.4,624.0,37.5,51Nm@ 4000rpm,4.0,Y,0.064
5462,Tata,2011.0,90000.0,Central,Illinois,Highland Park,Diesel,Individual,Manual,Second_Owner,13.55,2179.0,118.35,250Nm@ 1500-3000rpm,7.0,Y,0.25
5463,Volkswagen,2011.0,120000.0,South,Alabama,Oxford,Diesel,Individual,Manual,Second_Owner,19.33,1968.0,138.1,320Nm@ 1750-2500rpm,5.0,N,0.425
5464,Mahindra,2017.0,80000.0,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0,Y,0.38
5465,Maruti,2013.0,70000.0,Central,Texas,Austin,Diesel,Individual,Manual,Second_Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.395
5466,Maruti,2011.0,188000.0,South,Kentucky,Henderson,Diesel,Individual,0.5942277741357405,Second_Owner,17.8,1248.0,75.0,190Nm@ 2000rpm,5.0,Y,0.305
